datetime,y,temp,rain,sun,wind,holiday,Anzac Day,Auckland Anniversary Day,Boxing Day,Christmas Day,Day after New Year's Day,Easter Monday,Good Friday,Labour Day,New Year's Day,Queen's Birthday,Waitangi Day,day_name,month_name,year,is_weekend,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September,2013,2014,2015,2016,2017,2018
2013-01-01,1163.0,20.0,0.0,0.95,6.1000000000000005,New Year's Day,0,0,0,0,0,0,0,0,1,0,0,Tuesday,January,2013,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-02,1112.0,20.342857142857145,0.0,0.5357142857142858,4.428571428571429,Day after New Year's Day,0,0,0,0,1,0,0,0,0,0,0,Wednesday,January,2013,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-03,527.0,16.27857142857143,0.2285714285714286,0.014285714285714287,4.728571428571429,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2013,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-04,1045.0,17.635714285714286,0.0,0.742857142857143,8.978571428571428,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2013,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-05,1422.0,19.592857142857145,0.0,0.9642857142857144,6.185714285714285,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2013,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-06,1278.0,20.07857142857143,0.0,0.3857142857142857,6.014285714285713,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2013,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-07,1044.0,19.564285714285713,0.0,0.4857142857142857,11.26428571428571,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2013,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-08,1062.0,19.428571428571427,0.0,0.5499999999999999,10.985714285714282,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2013,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-09,1467.0,21.62857142857143,0.0,0.8642857142857142,4.264285714285714,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2013,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-10,1483.0,22.35,0.0,0.4714285714285715,3.0071428571428567,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2013,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-11,1232.0,22.835714285714282,0.0,0.6714285714285715,5.192857142857143,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2013,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-12,1568.0,22.307142857142853,0.0,0.6642857142857144,5.07142857142857,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2013,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-13,1670.0,22.52857142857143,0.0,0.3714285714285713,4.292857142857144,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2013,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-14,1050.0,21.228571428571428,0.0,0.014285714285714287,5.6000000000000005,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2013,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-15,1000.0,19.307142857142857,0.042857142857142864,0.16428571428571428,8.364285714285714,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2013,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-16,1221.0,18.80714285714285,0.0,0.31428571428571433,9.657142857142855,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2013,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-17,1086.0,18.478571428571428,0.042857142857142864,0.32857142857142857,8.499999999999998,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2013,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-18,1133.0,17.357142857142858,0.0,0.5642857142857143,10.028571428571428,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2013,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-19,1620.0,19.0,0.0,0.7999999999999999,7.814285714285716,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2013,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-20,1342.0,19.878571428571426,0.0,0.5071428571428572,7.85,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2013,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-21,1251.0,19.907142857142862,0.0,0.6071428571428571,6.314285714285715,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2013,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-22,1220.0,21.27857142857143,0.0,0.7357142857142858,6.728571428571428,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2013,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-23,1378.0,21.75714285714286,0.0,0.6071428571428571,5.807142857142857,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2013,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-24,1562.0,22.42142857142857,0.0,0.6571428571428571,2.9714285714285715,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2013,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-25,1175.0,22.792857142857148,0.0,0.5214285714285715,5.257142857142859,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2013,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-26,1438.0,19.828571428571426,0.0,0.55,5.0,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2013,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-27,1253.0,20.72142857142857,0.0,0.5285714285714286,5.028571428571428,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2013,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-28,1656.0,20.97142857142857,0.0,0.8642857142857144,5.0785714285714265,Auckland Anniversary Day,0,1,0,0,0,0,0,0,0,0,0,Monday,January,2013,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-29,1607.0,20.707142857142856,0.0,0.9428571428571428,3.628571428571429,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2013,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-30,1539.0,21.164285714285715,0.0,0.8428571428571429,5.778571428571429,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2013,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-01-31,1340.0,21.478571428571424,0.0,0.6928571428571428,4.428571428571429,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2013,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-01,1258.0,21.49285714285714,0.0,0.3642857142857143,5.185714285714286,,0,0,0,0,0,0,0,0,0,0,0,Friday,February,2013,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-02,1558.0,21.9,0.0,0.7071428571428572,5.978571428571428,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2013,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-03,1368.0,22.092857142857145,0.0,0.17142857142857146,5.742857142857143,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2013,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-04,640.0,20.978571428571428,0.5857142857142856,0.0071428571428571435,8.35,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2013,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-05,959.0,18.464285714285715,0.021428571428571432,0.5357142857142858,10.235714285714282,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2013,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-06,2262.0,17.307142857142857,0.0,0.9357142857142856,4.664285714285714,Waitangi Day,0,0,0,0,0,0,0,0,0,0,1,Wednesday,February,2013,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-07,1256.0,19.30714285714285,0.0,0.6142857142857142,3.0285714285714285,,0,0,0,0,0,0,0,0,0,0,0,Thursday,February,2013,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-08,1376.0,20.457142857142856,0.0,0.7071428571428572,3.6571428571428566,,0,0,0,0,0,0,0,0,0,0,0,Friday,February,2013,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-09,1712.0,19.707142857142856,0.0,0.9142857142857144,4.821428571428571,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2013,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-10,1664.0,20.378571428571426,0.0,0.8071428571428572,5.678571428571429,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2013,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-11,1424.0,20.36428571428571,0.0,0.8785714285714287,4.4071428571428575,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2013,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-12,1716.0,20.61428571428571,0.0,0.8714285714285713,4.678571428571429,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2013,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-13,1385.0,19.42142857142857,0.0,0.2500000000000001,5.392857142857144,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,February,2013,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-14,1339.0,19.40714285714285,0.0,0.8,7.514285714285713,,0,0,0,0,0,0,0,0,0,0,0,Thursday,February,2013,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-15,1208.0,19.1,0.0,0.3928571428571429,7.35,,0,0,0,0,0,0,0,0,0,0,0,Friday,February,2013,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-16,1360.0,19.957142857142856,0.0,0.32857142857142857,6.6428571428571415,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2013,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-17,1665.0,20.30714285714285,0.0,0.6928571428571428,5.7142857142857135,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2013,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-18,1324.0,21.228571428571428,0.0,0.6571428571428571,3.5928571428571425,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2013,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-19,1649.0,21.307142857142857,0.0,0.25,2.3642857142857143,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2013,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-20,1409.0,21.9,0.0,0.45,4.171428571428572,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,February,2013,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-21,928.0,20.478571428571428,0.0,0.8142857142857143,5.285714285714286,,0,0,0,0,0,0,0,0,0,0,0,Thursday,February,2013,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-22,1152.0,21.35,0.0,0.2714285714285714,2.2642857142857142,,0,0,0,0,0,0,0,0,0,0,0,Friday,February,2013,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-23,1515.0,21.392857142857142,0.0,0.5928571428571429,2.8000000000000003,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2013,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-24,1357.0,20.721428571428564,0.0,0.8428571428571431,3.8714285714285714,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2013,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-25,1176.0,20.12142857142857,0.0,0.8428571428571429,3.042857142857143,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2013,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-26,1289.0,20.76428571428571,0.0,0.6214285714285716,3.2214285714285715,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2013,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-27,1505.0,20.425,0.0,0.3625,4.2125,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,February,2013,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-02-28,887.0,20.271428571428565,0.0,0.6071428571428571,3.95,,0,0,0,0,0,0,0,0,0,0,0,Thursday,February,2013,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-03-01,867.0,20.01428571428571,0.0,0.2357142857142857,8.214285714285715,,0,0,0,0,0,0,0,0,0,0,0,Friday,March,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-02,1474.0,20.75714285714286,0.0,0.5357142857142857,5.4071428571428575,,0,0,0,0,0,0,0,0,0,0,0,Saturday,March,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-03,1225.0,20.121428571428574,0.18571428571428567,0.6142857142857142,3.9785714285714286,,0,0,0,0,0,0,0,0,0,0,0,Sunday,March,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-04,1135.0,19.87142857142857,0.0,0.2428571428571429,7.992857142857143,,0,0,0,0,0,0,0,0,0,0,0,Monday,March,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-05,1550.0,19.65714285714285,0.0,0.2357142857142857,2.914285714285714,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,March,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-06,1439.0,19.23571428571429,0.0,0.6714285714285716,4.314285714285714,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,March,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-07,1516.0,21.07857142857143,0.0,0.6785714285714287,3.6214285714285714,,0,0,0,0,0,0,0,0,0,0,0,Thursday,March,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-08,1345.0,20.814285714285713,0.0,0.7999999999999999,4.571428571428573,,0,0,0,0,0,0,0,0,0,0,0,Friday,March,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-09,1606.0,21.428571428571434,0.0,0.8428571428571427,2.8500000000000005,,0,0,0,0,0,0,0,0,0,0,0,Saturday,March,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-10,891.0,20.392857142857142,0.0,0.8428571428571427,3.4714285714285715,,0,0,0,0,0,0,0,0,0,0,0,Sunday,March,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-11,1449.0,20.557142857142857,0.0,0.8428571428571427,3.4142857142857146,,0,0,0,0,0,0,0,0,0,0,0,Monday,March,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-12,1823.0,21.078571428571426,0.0,0.8428571428571427,2.957142857142857,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,March,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-13,1542.0,21.13571428571429,0.0,0.8428571428571427,3.7357142857142858,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,March,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-14,1440.0,20.428571428571427,0.0,0.6714285714285715,2.785714285714286,,0,0,0,0,0,0,0,0,0,0,0,Thursday,March,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-15,1255.0,20.328571428571426,0.0,0.5857142857142856,4.007142857142857,,0,0,0,0,0,0,0,0,0,0,0,Friday,March,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-16,1207.0,20.357142857142858,0.0071428571428571435,0.06428571428571428,4.742857142857141,,0,0,0,0,0,0,0,0,0,0,0,Saturday,March,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-17,349.0,20.40714285714285,0.95,0.0,6.492857142857143,,0,0,0,0,0,0,0,0,0,0,0,Sunday,March,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-18,914.0,21.885714285714283,0.014285714285714287,0.4142857142857142,7.185714285714287,,0,0,0,0,0,0,0,0,0,0,0,Monday,March,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-19,1110.0,18.63571428571429,0.0,0.15,11.342857142857143,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,March,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-20,1242.0,18.042857142857144,0.05,0.3285714285714286,2.3428571428571425,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,March,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-21,1504.0,17.964285714285708,0.0,0.6071428571428571,2.0714285714285716,,0,0,0,0,0,0,0,0,0,0,0,Thursday,March,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-22,1208.0,17.785714285714285,0.0071428571428571435,0.5285714285714286,2.9142857142857137,,0,0,0,0,0,0,0,0,0,0,0,Friday,March,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-23,1476.0,18.521428571428565,0.0,0.32857142857142857,1.714285714285714,,0,0,0,0,0,0,0,0,0,0,0,Saturday,March,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-24,1383.0,18.457142857142856,0.0,0.7285714285714285,3.914285714285714,,0,0,0,0,0,0,0,0,0,0,0,Sunday,March,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-25,1285.0,18.714285714285708,0.0,0.7285714285714286,2.7357142857142853,,0,0,0,0,0,0,0,0,0,0,0,Monday,March,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-26,706.0,18.985714285714284,0.0,0.7999999999999999,3.8285714285714287,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,March,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-27,1354.0,19.621428571428574,0.0,0.5928571428571429,2.821428571428572,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,March,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-28,1188.0,20.50714285714286,0.0,0.4785714285714287,2.492857142857143,,0,0,0,0,0,0,0,0,0,0,0,Thursday,March,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-29,1293.0,18.971428571428564,0.0,0.4285714285714285,3.5000000000000004,Good Friday,0,0,0,0,0,0,1,0,0,0,0,Friday,March,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-30,1039.0,19.52857142857143,0.0071428571428571435,0.03571428571428571,3.4142857142857146,,0,0,0,0,0,0,0,0,0,0,0,Saturday,March,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-03-31,1307.0,20.557142857142857,1.5857142857142856,0.32142857142857145,3.5000000000000004,,0,0,0,0,0,0,0,0,0,0,0,Sunday,March,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2013-04-01,1363.0,20.49285714285714,0.014285714285714287,0.5714285714285714,3.6928571428571435,Easter Monday,0,0,0,0,0,1,0,0,0,0,0,Monday,April,2013,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-02,1275.0,20.25714285714286,0.0,0.3714285714285713,1.95,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,April,2013,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-03,1521.0,20.357142857142858,0.0071428571428571435,0.2357142857142857,2.185714285714286,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,April,2013,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-04,836.0,18.09285714285714,0.09285714285714286,0.042857142857142864,4.442857142857141,,0,0,0,0,0,0,0,0,0,0,0,Thursday,April,2013,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-05,1119.0,17.442857142857143,0.0,0.5714285714285714,3.9642857142857135,,0,0,0,0,0,0,0,0,0,0,0,Friday,April,2013,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-06,984.0,15.421428571428573,0.12142857142857146,0.5142857142857143,2.0500000000000003,,0,0,0,0,0,0,0,0,0,0,0,Saturday,April,2013,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-07,1159.0,13.914285714285713,0.0,0.3642857142857143,1.914285714285714,,0,0,0,0,0,0,0,0,0,0,0,Sunday,April,2013,True,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-08,1270.0,14.607142857142858,0.0,0.7785714285714286,2.2357142857142858,,0,0,0,0,0,0,0,0,0,0,0,Monday,April,2013,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-09,1519.0,15.142857142857142,0.0,0.7071428571428572,2.8785714285714286,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,April,2013,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-10,1326.0,15.371428571428568,0.0071428571428571435,0.7,2.1142857142857143,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,April,2013,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-11,1088.0,15.307142857142859,0.0,0.5071428571428572,1.7928571428571425,,0,0,0,0,0,0,0,0,0,0,0,Thursday,April,2013,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-12,1154.0,17.29285714285714,0.0071428571428571435,0.6928571428571428,4.464285714285714,,0,0,0,0,0,0,0,0,0,0,0,Friday,April,2013,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-13,1552.0,16.357142857142858,0.0071428571428571435,0.6785714285714286,2.4357142857142864,,0,0,0,0,0,0,0,0,0,0,0,Saturday,April,2013,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-14,1411.0,15.807142857142859,0.014285714285714287,0.31428571428571433,1.9714285714285715,,0,0,0,0,0,0,0,0,0,0,0,Sunday,April,2013,True,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-15,772.0,16.75,0.06428571428571428,0.0,4.342857142857143,,0,0,0,0,0,0,0,0,0,0,0,Monday,April,2013,False,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-16,419.0,16.700000000000006,0.7857142857142856,0.0071428571428571435,8.014285714285714,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,April,2013,False,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-17,636.0,16.77857142857143,0.042857142857142864,0.1285714285714286,8.292857142857143,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,April,2013,False,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-04-18,1093.0,17.692857142857143,0.0,0.3285714285714286,5.621428571428572,,0,0,0,0,0,0,0,0,0,0,0,Thursday,April,2013,False,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
