datetime,y,temp,rain,sun,wind,holiday,Anzac Day,Auckland Anniversary Day,Boxing Day,Christmas Day,Day after New Year's Day,Easter Monday,Good Friday,Labour Day,New Year's Day,Queen's Birthday,Waitangi Day,day_name,month_name,year,is_weekend,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,August,December,February,January,July,June,March,May,November,October,September,2013,2014,2015,2016,2017,2018
2013-10-27,1296.0,15.714285714285715,0.03571428571428571,0.5,5.957142857142857,,0,0,0,0,0,0,0,0,0,0,0,Sunday,October,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-10-28,1465.0,15.285714285714285,0.0,0.7357142857142858,7.792857142857143,Labour Day,0,0,0,0,0,0,0,1,0,0,0,Monday,October,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-10-29,989.0,14.092857142857143,0.014285714285714287,0.5285714285714286,5.785714285714287,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,October,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-10-30,1211.0,15.978571428571426,0.0,0.5,5.678571428571429,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,October,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-10-31,935.0,17.7,0.0071428571428571435,0.25,5.4785714285714295,,0,0,0,0,0,0,0,0,0,0,0,Thursday,October,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2013-11-01,864.0,15.764285714285714,0.0,0.4142857142857143,7.328571428571429,,0,0,0,0,0,0,0,0,0,0,0,Friday,November,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-02,1295.0,14.321428571428573,0.014285714285714287,0.7071428571428573,8.957142857142857,,0,0,0,0,0,0,0,0,0,0,0,Saturday,November,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-03,855.0,15.714285714285715,0.0,0.4500000000000001,4.7,,0,0,0,0,0,0,0,0,0,0,0,Sunday,November,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-04,1207.0,17.135714285714286,0.0,0.8357142857142857,2.5500000000000003,,0,0,0,0,0,0,0,0,0,0,0,Monday,November,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-05,1192.0,16.642857142857142,0.057142857142857134,0.14999999999999994,7.235714285714287,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,November,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-06,1049.0,16.342857142857145,0.0,0.45,2.7142857142857144,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,November,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-07,779.0,14.328571428571427,0.31428571428571433,0.03571428571428571,2.3642857142857148,,0,0,0,0,0,0,0,0,0,0,0,Thursday,November,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-08,990.0,15.292857142857141,1.5285714285714287,0.2571428571428572,3.2285714285714286,,0,0,0,0,0,0,0,0,0,0,0,Friday,November,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-09,1586.0,16.7,0.0,0.07142857142857142,6.7714285714285705,,0,0,0,0,0,0,0,0,0,0,0,Saturday,November,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-10,1295.0,16.678571428571427,0.0,0.042857142857142864,7.3357142857142845,,0,0,0,0,0,0,0,0,0,0,0,Sunday,November,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-11,1023.0,17.400000000000002,0.0,0.021428571428571432,8.042857142857143,,0,0,0,0,0,0,0,0,0,0,0,Monday,November,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-12,1505.0,18.592857142857145,0.0,0.1142857142857143,2.357142857142857,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,November,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-13,1411.0,16.114285714285714,0.0,0.8714285714285716,3.7785714285714285,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,November,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-14,1430.0,16.614285714285714,0.0,0.8928571428571429,4.471428571428572,,0,0,0,0,0,0,0,0,0,0,0,Thursday,November,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-15,1287.0,17.40714285714286,0.0,0.95,4.242857142857143,,0,0,0,0,0,0,0,0,0,0,0,Friday,November,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-16,1693.0,17.95,0.0,0.7857142857142858,4.235714285714286,,0,0,0,0,0,0,0,0,0,0,0,Saturday,November,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-17,1563.0,18.85,0.0,0.2642857142857143,3.8071428571428574,,0,0,0,0,0,0,0,0,0,0,0,Sunday,November,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-18,1303.0,19.778571428571443,0.0,0.9428571428571428,4.071428571428571,,0,0,0,0,0,0,0,0,0,0,0,Monday,November,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-19,1535.0,20.192857142857143,0.0071428571428571435,0.2714285714285714,3.571428571428572,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,November,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-20,1375.0,19.357142857142858,0.0,0.5428571428571428,5.685714285714285,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,November,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-21,1255.0,19.607142857142858,0.03571428571428571,0.5642857142857143,4.700000000000001,,0,0,0,0,0,0,0,0,0,0,0,Thursday,November,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-22,1295.0,20.7,0.0,0.8785714285714287,3.35,,0,0,0,0,0,0,0,0,0,0,0,Friday,November,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-23,1778.0,21.464285714285715,0.0,0.8642857142857144,3.9928571428571433,,0,0,0,0,0,0,0,0,0,0,0,Saturday,November,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-24,1712.0,20.107142857142858,0.0,0.7642857142857142,6.0285714285714285,,0,0,0,0,0,0,0,0,0,0,0,Sunday,November,2013,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-25,1318.0,20.76428571428572,0.0,0.55,3.0142857142857142,,0,0,0,0,0,0,0,0,0,0,0,Monday,November,2013,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-26,1172.0,21.357142857142858,0.0071428571428571435,0.4214285714285714,5.1,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,November,2013,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-27,1150.0,20.035714285714285,0.32857142857142857,0.19285714285714284,4.085714285714286,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,November,2013,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-28,862.0,18.86428571428572,0.09285714285714286,0.4428571428571429,8.107142857142858,,0,0,0,0,0,0,0,0,0,0,0,Thursday,November,2013,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-29,971.0,19.4,0.16428571428571428,0.7999999999999999,9.257142857142854,,0,0,0,0,0,0,0,0,0,0,0,Friday,November,2013,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-11-30,817.0,20.1,0.021428571428571432,0.2928571428571428,8.857142857142854,,0,0,0,0,0,0,0,0,0,0,0,Saturday,November,2013,True,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2013-12-01,1319.0,17.35,0.0,0.45,7.107142857142858,,0,0,0,0,0,0,0,0,0,0,0,Sunday,December,2013,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-02,1366.0,18.800000000000004,0.0,0.6857142857142856,3.4071428571428566,,0,0,0,0,0,0,0,0,0,0,0,Monday,December,2013,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-03,1225.0,18.557142857142857,0.0,0.0071428571428571435,5.642857142857142,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,December,2013,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-04,421.0,18.192857142857143,1.2928571428571427,0.0,7.357142857142858,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,December,2013,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-05,441.0,19.535714285714285,2.878571428571428,0.15,5.992857142857143,,0,0,0,0,0,0,0,0,0,0,0,Thursday,December,2013,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-06,1202.0,20.630769230769232,0.0,0.2846153846153846,3.7384615384615385,,0,0,0,0,0,0,0,0,0,0,0,Friday,December,2013,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-07,1177.0,19.285714285714285,0.09285714285714286,0.4571428571428571,5.385714285714285,,0,0,0,0,0,0,0,0,0,0,0,Saturday,December,2013,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-08,1265.0,17.349999999999998,0.0642857142857143,0.8,5.349999999999999,,0,0,0,0,0,0,0,0,0,0,0,Sunday,December,2013,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-09,1231.0,19.15714285714285,0.0,0.5785714285714285,6.2785714285714285,,0,0,0,0,0,0,0,0,0,0,0,Monday,December,2013,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-10,1496.0,18.428571428571427,0.0,0.27142857142857146,5.821428571428571,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,December,2013,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-11,1262.0,17.985714285714284,0.0,0.021428571428571432,4.878571428571427,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,December,2013,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-12,1471.0,20.085714285714285,0.0,0.9714285714285714,4.071428571428571,,0,0,0,0,0,0,0,0,0,0,0,Thursday,December,2013,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-13,1198.0,21.428571428571427,0.0,0.7142857142857143,2.607142857142857,,0,0,0,0,0,0,0,0,0,0,0,Friday,December,2013,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-14,1564.0,22.492857142857147,0.0,0.95,2.5642857142857145,,0,0,0,0,0,0,0,0,0,0,0,Saturday,December,2013,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-15,1363.0,22.25,0.0,0.9142857142857144,3.75,,0,0,0,0,0,0,0,0,0,0,0,Sunday,December,2013,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-16,1240.0,22.271428571428565,0.0,0.9642857142857144,4.014285714285714,,0,0,0,0,0,0,0,0,0,0,0,Monday,December,2013,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-17,1527.0,21.13571428571429,0.0,0.8785714285714284,5.9,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,December,2013,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-18,1045.0,18.47142857142857,0.0,0.42857142857142855,7.8428571428571425,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,December,2013,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-19,921.0,18.728571428571428,0.0,0.6500000000000001,9.571428571428571,,0,0,0,0,0,0,0,0,0,0,0,Thursday,December,2013,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-20,1180.0,18.95,0.0,0.9357142857142856,4.757142857142857,,0,0,0,0,0,0,0,0,0,0,0,Friday,December,2013,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-21,1363.0,18.79285714285714,0.0,0.5428571428571428,8.242857142857142,,0,0,0,0,0,0,0,0,0,0,0,Saturday,December,2013,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-22,981.0,18.49285714285714,0.0,0.7071428571428572,9.578571428571427,,0,0,0,0,0,0,0,0,0,0,0,Sunday,December,2013,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-23,1239.0,18.63571428571429,0.0,0.8857142857142858,5.7,,0,0,0,0,0,0,0,0,0,0,0,Monday,December,2013,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-24,971.0,19.36428571428571,0.0,0.31428571428571433,5.307142857142857,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,December,2013,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-25,390.0,18.285714285714285,0.2857142857142857,0.14285714285714285,8.957142857142857,Christmas Day,0,0,0,1,0,0,0,0,0,0,0,Wednesday,December,2013,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-26,849.0,17.999999999999996,0.03571428571428571,0.6285714285714287,6.935714285714284,Boxing Day,0,0,1,0,0,0,0,0,0,0,0,Thursday,December,2013,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-27,1165.0,19.457142857142856,0.0,0.7214285714285714,5.45,,0,0,0,0,0,0,0,0,0,0,0,Friday,December,2013,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-28,1168.0,19.042857142857144,0.0,0.042857142857142864,4.714285714285714,,0,0,0,0,0,0,0,0,0,0,0,Saturday,December,2013,True,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-29,577.0,19.592857142857138,0.3428571428571429,0.3357142857142857,5.128571428571427,,0,0,0,0,0,0,0,0,0,0,0,Sunday,December,2013,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-30,827.0,19.557142857142857,0.1,0.4500000000000001,6.4142857142857155,,0,0,0,0,0,0,0,0,0,0,0,Monday,December,2013,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013-12-31,1130.0,19.08571428571429,0.0,0.8785714285714287,6.878571428571428,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,December,2013,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-01-01,864.0,18.88571428571429,0.1,0.4571428571428571,2.8714285714285714,New Year's Day,0,0,0,0,0,0,0,0,1,0,0,Wednesday,January,2014,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-02,1409.0,20.585714285714285,0.0,0.9285714285714286,4.514285714285714,Day after New Year's Day,0,0,0,0,1,0,0,0,0,0,0,Thursday,January,2014,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-03,1004.0,21.72142857142857,0.0,0.4,7.114285714285715,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2014,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-04,1120.0,23.478571428571428,0.0071428571428571435,0.3785714285714285,5.607142857142856,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2014,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-05,935.0,21.085714285714282,0.19285714285714287,0.1357142857142857,7.114285714285715,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2014,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-06,1323.0,19.728571428571428,0.0,0.9000000000000001,6.757142857142857,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2014,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-07,1543.0,20.521428571428565,0.0,0.7714285714285715,4.585714285714286,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2014,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-08,1177.0,20.728571428571428,0.0,0.6142857142857144,7.307142857142857,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2014,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-09,861.0,16.585714285714285,0.1357142857142857,0.4714285714285715,7.542857142857143,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2014,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-10,1263.0,18.521428571428565,0.0,0.9071428571428574,5.221428571428572,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2014,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-11,1383.0,18.857142857142858,0.0,0.07857142857142857,5.242857142857143,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2014,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-12,1320.0,18.107142857142858,0.028571428571428574,0.14285714285714285,5.828571428571428,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2014,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-13,1022.0,20.18571428571429,0.021428571428571432,0.6071428571428571,8.571428571428571,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2014,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-14,1374.0,18.228571428571428,0.0,0.4357142857142858,10.299999999999997,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2014,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-15,1462.0,19.107142857142858,0.0,0.8571428571428571,4.8285714285714265,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2014,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-16,1272.0,18.40714285714285,0.0,0.057142857142857134,8.45,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2014,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-17,801.0,19.05,0.014285714285714287,0.5214285714285715,11.985714285714286,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2014,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-18,1822.0,18.6,0.0,0.8071428571428572,6.15,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2014,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-19,894.0,19.62142857142857,0.0,0.7714285714285714,3.5500000000000003,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2014,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-20,741.0,19.021428571428565,0.15,0.014285714285714287,4.292857142857144,,0,0,0,0,0,0,0,0,0,0,0,Monday,January,2014,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-21,502.0,19.271428571428565,0.3928571428571429,0.057142857142857134,11.421428571428573,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2014,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-22,1067.0,20.771428571428565,0.0,0.35714285714285715,6.0928571428571425,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2014,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-23,1140.0,18.557142857142857,0.028571428571428574,0.6285714285714287,10.664285714285713,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2014,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-24,1186.0,19.35,0.0,0.8428571428571431,6.921428571428571,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2014,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-25,1460.0,19.87142857142857,0.0,0.9214285714285716,5.950000000000001,,0,0,0,0,0,0,0,0,0,0,0,Saturday,January,2014,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-26,760.0,20.842857142857145,1.7214285714285713,0.0,6.414285714285714,,0,0,0,0,0,0,0,0,0,0,0,Sunday,January,2014,True,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-27,1413.0,17.842857142857145,0.0,0.8214285714285715,7.457142857142857,Auckland Anniversary Day,0,1,0,0,0,0,0,0,0,0,0,Monday,January,2014,False,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-28,1351.0,17.157142857142855,0.0,0.9285714285714286,6.078571428571429,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,January,2014,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-29,1533.0,18.992857142857144,0.0,0.9428571428571428,4.5285714285714285,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,January,2014,False,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-30,1301.0,19.250000000000004,0.0,0.5,8.192857142857143,,0,0,0,0,0,0,0,0,0,0,0,Thursday,January,2014,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-01-31,1298.0,20.65,0.0,0.7285714285714285,3.9857142857142858,,0,0,0,0,0,0,0,0,0,0,0,Friday,January,2014,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-01,1638.0,20.064285714285713,0.0,0.8928571428571429,6.35,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2014,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-02,1954.0,20.942857142857143,0.0,0.8214285714285714,3.0428571428571423,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2014,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-03,1472.0,21.292857142857144,0.0,0.7,2.835714285714286,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2014,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-04,1358.0,20.43571428571429,0.0,0.25,2.8285714285714287,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2014,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-05,1408.0,20.99285714285714,0.0,0.2571428571428572,2.22142857142857,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,February,2014,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-06,1377.0,20.714285714285715,0.0,0.2642857142857143,5.2785714285714285,Waitangi Day,0,0,0,0,0,0,0,0,0,0,1,Thursday,February,2014,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-07,624.0,20.51428571428571,0.014285714285714287,0.05714285714285715,8.27142857142857,,0,0,0,0,0,0,0,0,0,0,0,Friday,February,2014,False,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-08,1357.0,20.97142857142857,0.0071428571428571435,0.6571428571428571,8.471428571428572,,0,0,0,0,0,0,0,0,0,0,0,Saturday,February,2014,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-09,1310.0,21.828571428571426,0.0,0.7428571428571429,7.585714285714286,,0,0,0,0,0,0,0,0,0,0,0,Sunday,February,2014,True,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-10,1378.0,20.842857142857145,0.0,0.8785714285714287,5.0,,0,0,0,0,0,0,0,0,0,0,0,Monday,February,2014,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-11,1236.0,19.57857142857143,0.0,0.2357142857142857,5.921428571428571,,0,0,0,0,0,0,0,0,0,0,0,Tuesday,February,2014,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-02-12,1354.0,18.93571428571429,0.08571428571428573,0.5285714285714286,6.892857142857144,,0,0,0,0,0,0,0,0,0,0,0,Wednesday,February,2014,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
